tipo,numero,titulo,secao,estrofe,texto,arquivo
hino,272,Louvarei ao bom Jesus,estrofe,1,"Louvarei ao bom Jesus, o santo Redentor; Sua poderosa mão veio me libertar; As promessas cumprirá, pelo Seu grande a mor, E, por graça, no Seu reino irei morar. Obom Je sus veio morar No meu coração e, assim, o consolar. Glória sem fim ao Redentor, Filho do eterno Deus, o Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-272.mscx
hino,272,Louvarei ao bom Jesus,estrofe,2,"Glorifico ao bom Jesus, santo e fiel Senhor; Eu me alegro em Sua lei, sempre a seguirei; Nada pode me deter, vivo em Seu amor; seu querer inteiramente aceitarei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-272.mscx
hino,272,Louvarei ao bom Jesus,estrofe,3,"Ale luia! Eu serei como é meu Senhor, No glorioso dia em que Ele do céu voltar; Nesta vida me sustém o bom Consola dor, pela fé que me ajuda a caminhar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-272.mscx
hino,273,Jesus me deu celeste hino,estrofe,1,"Jesus me deu celeste hino Para engrandecer a Deus; E, pelo Espírito divino, Esse canto elevo aos céus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-273.mscx
hino,273,Jesus me deu celeste hino,estrofe,2,"Jesus tornoume venturoso, Minha vida transformou; Um hino santo, glorioso, Em minh'alma colocou.",docs/ccb-hinario-5-do/do/musescore/xml/hino-273.mscx
hino,273,Jesus me deu celeste hino,estrofe,3,"Um novo hino lá na glória Com os anjos cantarei, Será um hino de vitória A Jesus, o grande Rei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-273.mscx
hino,273,Jesus me deu celeste hino,coro,,"Tenho em mim um hino ao Criador, Um canto de a mor, de eterna gratidão; Tenho em mim um hino ao Redentor; Aos céus elevo o meu louvor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-273.mscx
hino,274,Na plenitude estarei,estrofe,1,"Desejo ser, ó meu Senhor, Fiel a Ti até o fim; Meus pas sos guia em Teu amor; Senhor, és tudo para mim.",docs/ccb-hinario-5-do/do/musescore/xml/hino-274.mscx
hino,274,Na plenitude estarei,estrofe,2,"Veneração fé e temor Estejam em meu coração, E, do peca do, ó Senhor, Livrarme pode Tua mão.",docs/ccb-hinario-5-do/do/musescore/xml/hino-274.mscx
hino,274,Na plenitude estarei,estrofe,3,"As trevas vindo so bre mim, Não temerei, pois o esplendor Da Tu a luz, que não tem fim, Me gui a ao Teu lar, Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-274.mscx
hino,274,Na plenitude estarei,coro,,"Na plenitude estarei, Os céus abertos eu verei, Eternas bênçãos herdarei, Servindo a Ti, Senhor, meu Rei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-274.mscx
hino,275,Avante eu vou,estrofe,1,"Deus enviou do céu, Jesus, o Salvador, A fim de, neste mundo, remir o pecador; A Cristo vou ouvir e pela fé andar, E a glória, e -ternamente, no céu vou desfru",docs/ccb-hinario-5-do/do/musescore/xml/hino-275.mscx
hino,275,Avante eu vou,estrofe,2,"No dia do Senhor, os anjos tocarão A celestial trombeta que todos ouvirão; Retornará Jesus, o nosso Redentor, Em glória, sobre as nuvens, cercado de esplen",docs/ccb-hinario-5-do/do/musescore/xml/hino-275.mscx
hino,275,Avante eu vou,estrofe,3,"Jesus, o Salvador, ao céu me levará; Receberei a herança que preparada está; A Deus, o Pai, verei, com Cristo estarei E todos os remidos, no céu, contempla",docs/ccb-hinario-5-do/do/musescore/xml/hino-275.mscx
hino,275,Avante eu vou,coro,,"tar. dor. rei. Avante eu vou, com Cristo euvou, Para entrar no eterno reino de esplendor; Sigo, pela graça e fé, a Jesus, o Salvador; Nada quero deste mundodo avante eu vou.",docs/ccb-hinario-5-do/do/musescore/xml/hino-275.mscx
hino,276,Ó Senhor da glória,estrofe,1,"Ó Senhor da glória, Rei celestial, Sempre tens total vitória Sobre todo o mal.",docs/ccb-hinario-5-do/do/musescore/xml/hino-276.mscx
hino,276,Ó Senhor da glória,estrofe,2,"Redentor celeste, Fonte do saber, Para nos remir, vieste Sobre a cruz morrer.",docs/ccb-hinario-5-do/do/musescore/xml/hino-276.mscx
hino,276,Ó Senhor da glória,estrofe,3,Tu nos libertaste Da escravidão; Com Teu sangue Tu pagaste Nossa transgressão.,docs/ccb-hinario-5-do/do/musescore/xml/hino-276.mscx
hino,276,Ó Senhor da glória,estrofe,4,"Nossa Fortaleza, Nossa Paz e Luz, Nossa Glória e Riqueza És, Senhor Jesus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-276.mscx
hino,277,Oh! Quanto é bom louvarmos,estrofe,1,"Oh! Quanto é bom louvarmos a Deus, o Criador, E nos regozijarmos em Sua eterna luz! Por graça fomos salvos do mundo enganador, Fomos também comprados com sangue de Jesus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-277.mscx
hino,277,Oh! Quanto é bom louvarmos,estrofe,2,"Em Deus confiaremos nas nessas provações, A nada temeremos, com Sua proteção; O Seu conforto temos em nossas aflições, Sempre triunfaremos com Sua forte mão.",docs/ccb-hinario-5-do/do/musescore/xml/hino-277.mscx
hino,277,Oh! Quanto é bom louvarmos,estrofe,3,"Alegres cami nhemos com o bom Pai de amor, Seguindo-O, triunfantes, pois do mal nos livrou; Nós fomos adotados filhos ao Cria dor, Pelo precioso sangue que Cristo derra mou.",docs/ccb-hinario-5-do/do/musescore/xml/hino-277.mscx
hino,277,Oh! Quanto é bom louvarmos,coro,,"Alegres serviremos ao nosso Formador, Cantando santos hinos a Deus, nosso bom Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-277.mscx
hino,278,Éramos mortos nas obras más,estrofe,1,"Éramos mortos nas obras más; Jamais tivemos divina paz; Glória ao bom Jesus, já temos Sua luz; D'Ele nos vem poder para vencer.",docs/ccb-hinario-5-do/do/musescore/xml/hino-278.mscx
hino,278,Éramos mortos nas obras más,estrofe,2,"Nós fomos feitos, do mundo, a luz. Por nosso Mestre, Cristo Jesus; Firmes devemos ser, nunca ao mal ceder; Avante para os céus, lar do bom Deus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-278.mscx
hino,278,Éramos mortos nas obras más,estrofe,3,Já deste mundo não somos mais; Temos moradas celestiais. Templos do grande Deus são os eleitos Seus; Vivamos no temor do Salvador.,docs/ccb-hinario-5-do/do/musescore/xml/hino-278.mscx
hino,278,Éramos mortos nas obras más,estrofe,4,"Todos unidos quernos Jesus; Os Seus remidos ao céu conduz; É bom viver no amor, aos olhos do Senhor, Humildes e Fiéis ao Rei dos reis.",docs/ccb-hinario-5-do/do/musescore/xml/hino-278.mscx
hino,279,"Oh! Não temas, igreja de Jesus",estrofe,1,"Oh! Não temas tu, igreja de Jesus, Com justi ça Ele te confirmará; O lugar da tua tenda e habitação O Senhor ampliará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-279.mscx
hino,279,"Oh! Não temas, igreja de Jesus",estrofe,2,"Toda a arma preparada contra ti Te combate, mas jamais te vencerá, Pois Jesus, o teu amado Redentor, A vitória te dará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-279.mscx
hino,279,"Oh! Não temas, igreja de Jesus",estrofe,3,"Na eterna glória, não te lembrarás Das angústias deste mundo engana dor, Pois ali eternamente estarás Com Je sus, o Vencedor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-279.mscx
hino,279,"Oh! Não temas, igreja de Jesus",coro,,"Toda a arma contra ti Prosperar não poderá; Quando o inimigo contra ti se levantar, Cristo te defenderá.",docs/ccb-hinario-5-do/do/musescore/xml/hino-279.mscx
hino,280,De Deus a armadura,estrofe,1,"Lutar devemos todos, com fé e com valor, Vestidos de justiça, com armas do Senhor; Cingidos da verdade, podemos pele jar; Calçados no Evangelho, iremos triun",docs/ccb-hinario-5-do/do/musescore/xml/hino-280.mscx
hino,280,De Deus a armadura,estrofe,2,"Da fé o escudo temos, podemos batalhar; Avante! Valorosos e sem desanimar; Combateremos firmes com celestial valor, E tudo venceremos em nome do Se",docs/ccb-hinario-5-do/do/musescore/xml/hino-280.mscx
hino,280,De Deus a armadura,estrofe,3,"Proezas nós faremos por Cristo, o Redentor, Vitória cantaremos em nome do Senhor; Mostremos as virtudes do nosso grande Rei; Nós somos Seus remidos, guardemos Sua",docs/ccb-hinario-5-do/do/musescore/xml/hino-280.mscx
hino,280,De Deus a armadura,coro,,"far. nhor, lei, De Deus a armadura devemos tomar Para na peleja, podermos triunfar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-280.mscx
hino,281,Soldados valorosos nós somos,estrofe,1,"O Rei dos reis nos fez soldados celes tiais, Nos revestiu de fé e armas divinais; A guerra se levanta com ímpeto e furor, Mas nós resistiremos, pois à frente está o Senhor,",docs/ccb-hinario-5-do/do/musescore/xml/hino-281.mscx
hino,281,Soldados valorosos nós somos,estrofe,2,"Conosco está Jesus, não há porque temer, Pois, quando o mal vier, Deus nos fará vencer. Tenhamos lealdade a Cristo, o Salvador; É d'Ele esta guerra; atendamos ao Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-281.mscx
hino,281,Soldados valorosos nós somos,estrofe,3,"Quem fraco estiver não deve atrás voltar, Pois Deus dará poder a fim de batalhar; Ninguém se espavente nem venha a esmorecer; Tenhamos fé em Cristo, que virá nos socorrer.",docs/ccb-hinario-5-do/do/musescore/xml/hino-281.mscx
hino,281,Soldados valorosos nós somos,coro,,"Soldados valorosos nós somos de Cristo, o Rei; Soldados da verdade, que amam a Sua lei; Vitória al -cançare mos em nome do Redentor, Com valor, com fer vor, Com a fé em Deus, eterno Dominador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-281.mscx
hino,282,Constantemente oremos a Deus,estrofe,1,"Constantemente oremos a Deus, Ao Pai celeste devemos clamar; Ele trabalha por todos os Seus E, os fará, sobre o mal, triun",docs/ccb-hinario-5-do/do/musescore/xml/hino-282.mscx
hino,282,Constantemente oremos a Deus,estrofe,2,"Com paciência, esperança e fé, Firmes sejamos em Cristo, o Senhor, Pois Sua volta já próxima é; Termina rá a tristeza e a dor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-282.mscx
hino,282,Constantemente oremos a Deus,estrofe,3,"Cristo é o Caminho que leva aos céus, Sempre a Ele devemos seguir; Quem for fiel aos preceitos de Deus, Vida eterna irá possuir.",docs/ccb-hinario-5-do/do/musescore/xml/hino-282.mscx
hino,282,Constantemente oremos a Deus,coro,,"far. Oremos com fervor e sem de -sanimar, Noso clamor chegará lá nos céus; Deus nos atenderá e nos ajudará; Ele é a Esperança de todos os Seus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-282.mscx
hino,283,"Quero, ó Senhor, ir Contigo ao céu",estrofe,1,"Tenho, em meu coração, real certeza De que, no céu, com Cristo habi tarei, Pois minha sorte, eternal riqueza, Está no céu, onde a desfrutarei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-283.mscx
hino,283,"Quero, ó Senhor, ir Contigo ao céu",estrofe,2,"Bom testemunho levarei comigo, Se neste mundo eu manifestar Que Jesus Cristo é verdadeiro Amigo, Por Quem a paz eu pude encontrar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-283.mscx
hino,283,"Quero, ó Senhor, ir Contigo ao céu",estrofe,3,"Vivendo sempre em doce esperança, Em Cristo sinto divinal prazer; Receberei no céu a minha herança Que Deus irá, na glória, conceder.",docs/ccb-hinario-5-do/do/musescore/xml/hino-283.mscx
hino,283,"Quero, ó Senhor, ir Contigo ao céu",coro,,"Quero, ó Senhor, ir Contigo, aocéu E contemplar Teu esplen-dor; Sei que me darás, na eternal Sião, Grande e avultado galardão.",docs/ccb-hinario-5-do/do/musescore/xml/hino-283.mscx
hino,284,Louvor nos céus altíssimos,estrofe,1,"Louvor nos céus altíssimos hosana ao Rei vivente, Ao Forte, Onipotente, bendito Redentor. Glória, glória ao Verbo santo, ao Autor da fé potente; Tem vida eterna o crente em Jesus, o Salvador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-284.mscx
hino,284,Louvor nos céus altíssimos,estrofe,2,"O Justo e Potentíssimo, do céu, nos foi mandado; Em forma de um servo, ao Pai obedeceu; HumilhouSe até a morte, foi por Deus ressuscitado. Jesus, por nós amado, vida e paz nos concedeu.",docs/ccb-hinario-5-do/do/musescore/xml/hino-284.mscx
hino,284,Louvor nos céus altíssimos,estrofe,3,"Aqui no mundo de labor, Jesus é nossa Glória, É firme Fortaleza, é nosso Salvador; Só por Ele nós vencemos, Ele alcançou vitória; Cantemos sempre glória ao divino Remidor!",docs/ccb-hinario-5-do/do/musescore/xml/hino-284.mscx
hino,285,Glória e louvor a Jesus darei,estrofe,1,"Glória e louvor a Jesus darei, Sua comunhão em mim está; Dádivas do céu eu alcançarei; A vitória Ele me dará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-285.mscx
hino,285,Glória e louvor a Jesus darei,estrofe,2,"Glória e louvor minha alma dá A Jesus que já me resgatou; Nada, do Senhor, me separará, Pois eu sigo a Quem me libertou.",docs/ccb-hinario-5-do/do/musescore/xml/hino-285.mscx
hino,285,Glória e louvor a Jesus darei,estrofe,3,"Glória e louvor, glória sem cessar, A Jesus, que a todo o mal venceu; Glória ao Redentor sempre devo dar, Pelo bem que já me concedeu.",docs/ccb-hinario-5-do/do/musescore/xml/hino-285.mscx
hino,285,Glória e louvor a Jesus darei,coro,,"Livre já sou para exaltar o meu Senhor; Glória, glória a Jesus, o meu Libertador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-285.mscx
hino,286,Nome precioso para mim,estrofe,1,"Um Nome precioso para mim, O Nome que amarei até o fim, Com sincero amor, com sincero ardor, É o Nome de Jesus, o Mestre.",docs/ccb-hinario-5-do/do/musescore/xml/hino-286.mscx
hino,286,Nome precioso para mim,estrofe,2,"Ao mencionar o Nome do Senhor, Meu coração jubila de amor; Oh! Que comunhão! Que consolação! Eu sinto grande regozijo!",docs/ccb-hinario-5-do/do/musescore/xml/hino-286.mscx
hino,286,Nome precioso para mim,estrofe,3,"Perdão eu alcancei do Cria dor, Por Cristo, meu amado Remidor, Que na cruz morreu, Sua vida deu; Pagou a Deus os meus pecados.",docs/ccb-hinario-5-do/do/musescore/xml/hino-286.mscx
hino,286,Nome precioso para mim,coro,,"Nome precioso para mim É o de Jesus, minha Vida e Luz; Por fé eu quero amáLo até o fim; Jesus, o Redentor, habita em mim!",docs/ccb-hinario-5-do/do/musescore/xml/hino-286.mscx
hino,287,"Irmãos amados, sempre avante",estrofe,1,"Irmãos amados, sempre avante Com Jesus Cristo, nosso Senhor; Ele em tudo foi triunfante; Nós venceremos por Seu va",docs/ccb-hinario-5-do/do/musescore/xml/hino-287.mscx
hino,287,"Irmãos amados, sempre avante",estrofe,2,"Sempre sejamos perseverantes, Pois certamente vamos vencer; Por Jesus Cristo, na fé constantes, Nós poderemos prevale",docs/ccb-hinario-5-do/do/musescore/xml/hino-287.mscx
hino,287,"Irmãos amados, sempre avante",estrofe,3,"Fortes sejamos, não recuemos, Mas prossigamos com fé em Deus; Ao inimigo resistiremos Até chegarmos ao lar dos",docs/ccb-hinario-5-do/do/musescore/xml/hino-287.mscx
hino,287,"Irmãos amados, sempre avante",coro,,"lor. cer. céus. Sempre avante! Cristo é o Valente Que por Seu povo pelejará; Cristo, o Forte, o Onipotente, À glória eterna nos levará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-287.mscx
hino,288,"Ó irmãos, com Cristo avante",estrofe,1,"Ó irmãos, com Cristo avante, todo o mal iremos vencer; Com a Sua mão poderosa, não nos deixará perecer; Quando lutas nós enfrentar-mos, o Senhor pelejará; O Seu Nome invocaremos; Seu socorro nos mandará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-288.mscx
hino,288,"Ó irmãos, com Cristo avante",estrofe,2,"Quando fracos nós estivermos e sem forças para lutar, Pela fé nós prosseguiremos, pois Jesus virá ajudar; Cristo é a nossa grande Esperança, é a nossa Salvação; N'Ele encontraremos as forças para estarmos em retidão.",docs/ccb-hinario-5-do/do/musescore/xml/hino-288.mscx
hino,288,"Ó irmãos, com Cristo avante",estrofe,3,"Muitas provas nesta jornada nós teremos que enfrentar, Mas Jesus, o Mestre amado, nos fará ao fim triunfar. Sendo nossa vida guiada pelo sábio Condutor, Certamente nós chegaremos ao eterno lar de es -plendor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-288.mscx
hino,289,"Avante, sempre avante",estrofe,1,"Avante, sempre avante, vamos todos anunciar O santo Evangelho e n'Ele caminhar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-289.mscx
hino,289,"Avante, sempre avante",estrofe,2,"Avante, não neguemos nosso amao Salvador; Com Ele venceremos, lutemos com fervor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-289.mscx
hino,289,"Avante, sempre avante",estrofe,3,"Avante, confiantes, sem jamais retroceder, A bemaventurança iremos receber.",docs/ccb-hinario-5-do/do/musescore/xml/hino-289.mscx
hino,289,"Avante, sempre avante",coro,,"A vitória Cristo nos dará, Sua glória nos concederá Pela fé seguimos nosso Redentor; A vitória nos dará por Seu amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-289.mscx
hino,290,Sempre avante!,estrofe,1,"Com Jesus, irmãos, sim, marche mos, Ninguém poderá nos abater; Força celestial provaremos E iremos todo o mal ven",docs/ccb-hinario-5-do/do/musescore/xml/hino-290.mscx
hino,290,Sempre avante!,estrofe,2,"Com Jesus, irmãos, prossiga mos, Pois Deus nos dará força e vigor; Ao mal, pela fé, resistamos. Sempre avante, em nome do Se",docs/ccb-hinario-5-do/do/musescore/xml/hino-290.mscx
hino,290,Sempre avante!,estrofe,3,"Com Jesus, irmãos, entraremos Todos os fiéis no lar de amor; Regozijo e paz sentire mos E daremos glória ao Cria",docs/ccb-hinario-5-do/do/musescore/xml/hino-290.mscx
hino,290,Sempre avante!,coro,,"cer. nhor! dor. Sempre avante, com o Valoroso! Todos juntos nos convém marchar; Somos povo do Deus poderoso, O inimigo não nos faz parar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-290.mscx
hino,291,"Irmãos, avante, avante!",estrofe,1,"Irmãos, avante, avante! com nosso Salva dor, Seremos triunfantes, lutando com fervor; Vitória alcançaremos, seguindo a Jesus, Que vai à nossa frente e a glória nos conduz.",docs/ccb-hinario-5-do/do/musescore/xml/hino-291.mscx
hino,291,"Irmãos, avante, avante!",estrofe,2,"Lugares deleitosos Jesus nos preparou, De jugos mui penosos também nos libertou; A herança prometida por Cristo, o Salvador, No céu é reservada por Deus, o Formador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-291.mscx
hino,291,"Irmãos, avante, avante!",estrofe,3,"Com nosso amado Mestre, marchemos com fervor! Com fé, perseverantes, lutemos com vigor. Guiados nós seremos com força divinal; Avante! Prossigamos ao lar celesti al.",docs/ccb-hinario-5-do/do/musescore/xml/hino-291.mscx
hino,291,"Irmãos, avante, avante!",coro,,"Avante, avante! Unidos ao Se - nhor; Só Ele é nosso Condutor; Avante! Marchemos com valor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-291.mscx
hino,292,Oh! Quanto é bom o Redentor!,estrofe,1,"O bom Deus, Criador, a Seu Filho enviou, A fim de nos dar a eterna redenção; Pelos nossos pecados Jesus suportou Morte de cruz, que nos trouxe a salvação.",docs/ccb-hinario-5-do/do/musescore/xml/hino-292.mscx
hino,292,Oh! Quanto é bom o Redentor!,estrofe,2,"O pecado, em todos, a morte gerou; Ninguém desse mal se podia libertar; Sobre a morte, o Filho de Deus triunfou E ressurgiu para nos justificar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-292.mscx
hino,292,Oh! Quanto é bom o Redentor!,estrofe,3,"Cristo triunfalmente su biu para os céus, E assim voltará, Soberano e Senhor. Levará para a glória os filhos de Deus E lhes dará o Seu reino de esplendor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-292.mscx
hino,292,Oh! Quanto é bom o Redentor!,coro,,"Oh! Quanto é bom o nosso Redentor! Sobre a cruz, por nós a vida deu E lavounos pelo Seu amor; Justificounos no sangue que verteu.",docs/ccb-hinario-5-do/do/musescore/xml/hino-292.mscx
hino,293,Tu és Oleiro,estrofe,1,"Tu és Oleiro, ó meu Senhor, Eu sou argila na Tu a mão; Vaso de honra e de louvor Fazme, Senhor, com Tu a unção.",docs/ccb-hinario-5-do/do/musescore/xml/hino-293.mscx
hino,293,Tu és Oleiro,estrofe,2,"Vem modelarme, ó Formador, Pela Palavra do Teu poder; Humilde e manso fazme, Senhor, Cumpre em mim Teu santo querer.",docs/ccb-hinario-5-do/do/musescore/xml/hino-293.mscx
hino,293,Tu és Oleiro,estrofe,3,"Em Teus preceitos quero viver, Para servirTe e Te agradar; Pela Palavra vem remover O que me impede de Te louvar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-293.mscx
hino,294,Avante! Coragem! Marchemos,estrofe,1,"Avante! Coragem! Marchemos com fé e com to do o fervor, Soldados nós somos de Cristo, o nosso Senhor; Avante! Veremos a glória de Cristo, fiel Redentor, Teremos completa vitória com o Salvador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-294.mscx
hino,294,Avante! Coragem! Marchemos,estrofe,2,"Avante! Lutar nós devemos, cingidos de força e vigor, Amparo de Deus nós teremos, por Seu grande amor; Voluntariamente sirvamos a Cristo, o Rei vencedor; Nós somos, por fé, Seus soldados, mostremos valor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-294.mscx
hino,294,Avante! Coragem! Marchemos,estrofe,3,"Avante! Lutemos unidos, marchando com todo o fervor, Cingidos de toda armadura de Deus, Criador. Seguindo os passos de Cristo, vitória se alcançará; É Ele veraz Fortaleza, que nos salvará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-294.mscx
hino,294,Avante! Coragem! Marchemos,coro,,"Coragem, irmãos, sempre avan te! Devemos lutar pela fé; Nosso ânimo seja constante, Deus tudo provê.",docs/ccb-hinario-5-do/do/musescore/xml/hino-294.mscx
hino,295,"Fui, Senhor, por Ti remido",estrofe,1,"Fui, Senhor, por Ti remido Para andar em santo amor; Neste mundo, a Ti unido, Eu serei um vencedor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-295.mscx
hino,295,"Fui, Senhor, por Ti remido",estrofe,2,"Teu amor já me consola Para sempre obedecer À Palavra, que controla Todo este fraco ser.",docs/ccb-hinario-5-do/do/musescore/xml/hino-295.mscx
hino,295,"Fui, Senhor, por Ti remido",estrofe,3,"Seja eu fortificado Com o Teu poder, Senhor, Para ser santificado Pelo Espírito de amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-295.mscx
hino,295,"Fui, Senhor, por Ti remido",estrofe,4,"Sou Teu servo muito amado, Coherdeiro Teu, Senhor; E, no reino desejado, Eu verei o Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-295.mscx
hino,296,"Teu Nome é soberano, ó Redentor",estrofe,1,"Teu Nome é soberano, ó caro Redentor; Teu Nome é mui sublime, de grande esplendor; Em espírito e verdade devemos adorarTe; Devemos tributarTe louvores, ó Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-296.mscx
hino,296,"Teu Nome é soberano, ó Redentor",estrofe,2,"Teu Nome bendiremos, eterno Salvador; Em todos os combates és nosso Defensor; Deste a todos os Teus santos fé viva e esperança De entrar na Tua glória, ó justo Redentor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-296.mscx
hino,296,"Teu Nome é soberano, ó Redentor",estrofe,3,"Teu Nome respeitamos e amamos, ó Senhor; A paz com Deus nós temos por Ti, ó Redentor; Nossas almas resgataste, a vida nos doaste, Herdeiros nos fizeste de Deus, o Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-296.mscx
hino,296,"Teu Nome é soberano, ó Redentor",coro,,"Quão suave e preci -oso É Teu Nome, ó Salvador; Não há outro Nome pelo qual os homens Chegarão ao Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-296.mscx
hino,297,"Senhor, conforta meu coração",estrofe,1,"Senhor, conforta meu coração E vem livrarme da aflição; A minha súplica, ó Senhor, Recebe, por grande a mor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-297.mscx
hino,297,"Senhor, conforta meu coração",estrofe,2,"Senhor, conforta meu coração, Com Tua paz e consolação; Alegremente eu viverei; Louvor a Ti cantarei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-297.mscx
hino,297,"Senhor, conforta meu coração",estrofe,3,"Senhor, conforta meu coração, Com Teu amor e celeste un -ção; Teu refrigério eu sentirei, Ó meu Senhor e meu Rei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-297.mscx
hino,297,"Senhor, conforta meu coração",coro,,"Vem, Jesus, meu Consolador, Nas angústias, também na dor, Com Teu amor me confortar; Vem, nas provas, me libertar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-297.mscx
hino,298,"Avante sempre, sem temer!",estrofe,1,"Avante sempre, sem temer, ó soldados verdadeiros! Por Cristo, nosso Ensinador, fomos feitos bons guerreiros; Ele, por nós, combaterá, Suas armas potentes são, pois nos livram sempre do mal, do poder da tentação. Aleluia! Aleluia! Bendiremos nosso Salvador; Aleluia! Aleluia! Glória eterna ao Redentor!",docs/ccb-hinario-5-do/do/musescore/xml/hino-298.mscx
hino,298,"Avante sempre, sem temer!",estrofe,2,"Avante, com o Salvador, pois é certa a vitória! Marchemos sempre com vigor, prosseguindo para a glória; A coroa receberá, só quem for em tudo fiel A Jesus, o nosso Senhor e o nosso Emanuel.",docs/ccb-hinario-5-do/do/musescore/xml/hino-298.mscx
hino,299,Em nome de Jesus,estrofe,1,"Em nome de Jesus, eisnos reunidos Para aprender Teu querer, ó Senhor; Conservanos, ó Deus, sempre unidos, Pois dependemos de Ti, Cria",docs/ccb-hinario-5-do/do/musescore/xml/hino-299.mscx
hino,299,Em nome de Jesus,estrofe,2,"Dános, Senhor, do Teu conhecimento Para que as -sim Te possamos honrar; Tua Palavra dá entendimento E em justiça nos faz cami",docs/ccb-hinario-5-do/do/musescore/xml/hino-299.mscx
hino,299,Em nome de Jesus,estrofe,3,"Habita em Ti, ó Deus, sabedoria, Toda ciência, glorioso Senhor; Tua eterna luz sempre nos guia Na sã verdade, amor e te",docs/ccb-hinario-5-do/do/musescore/xml/hino-299.mscx
hino,299,Em nome de Jesus,coro,,"dor. nhar. mor. Com reverência e fé Te adoramos, Onipotente Deus, Pai de amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-299.mscx
hino,300,Tudo o que nos falta,estrofe,1,"Tudo o que nos falta, Cristo suprirá; Quando suplicarmos, Ele ouvirá; De Seus dons celestes nos revestirá, Quando nós batermos, Ele abrirá.",docs/ccb-hinario-5-do/do/musescore/xml/hino-300.mscx
hino,300,Tudo o que nos falta,estrofe,2,"Tudo o que nos falta, Cristo supri rá; Proteção divina, Ele proverá; Temos que entregarLhe todo o nosso ser, Para que possamos com valor vencer.",docs/ccb-hinario-5-do/do/musescore/xml/hino-300.mscx
hino,300,Tudo o que nos falta,estrofe,3,"Tudo o que nos falta, Cristo supri rá; Firme e fielmente, nos conduzirá Nesta travesia que nos leva aos céus, Onde iremos ver a face do bom Deus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-300.mscx
hino,300,Tudo o que nos falta,coro,,"Glória ao bendito Salvador, For te e invencível Defensor! Árdua é a luta contra o pecado, Mas resistiremos com valor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-300.mscx
hino,301,Nossa Esperança é Jesus,estrofe,1,"Nossa Esperança é Jesus; Ele, nesta graça, nos conduz Bem alegres pela comunhão Que nos traz consolação.",docs/ccb-hinario-5-do/do/musescore/xml/hino-301.mscx
